"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"07.07.2020","43,08","43,13","43,45","42,46","183,23K","-0,05%"
"06.07.2020","43,10","42,79","43,71","42,74","185,02K","0,70%"
"03.07.2020","42,80","42,76","42,99","42,32","96,78K","-0,79%"
"02.07.2020","43,14","41,84","43,23","41,73","196,69K","2,64%"
"01.07.2020","42,03","41,58","42,62","41,03","252,52K","2,14%"
"30.06.2020","41,15","41,33","41,62","40,90","12,60K","-1,34%"
"29.06.2020","41,71","40,56","41,95","40,04","86,78K","1,68%"
"26.06.2020","41,02","41,44","41,81","40,29","120,32K","-0,07%"
"25.06.2020","41,05","40,35","41,64","39,47","166,05K","1,84%"
"24.06.2020","40,31","42,45","42,89","39,63","195,72K","-5,44%"
"23.06.2020","42,63","43,21","43,93","42,21","183,03K","-1,04%"
"22.06.2020","43,08","41,74","43,18","41,58","187,65K","2,11%"
"19.06.2020","42,19","41,72","42,92","41,03","217,49K","1,64%"
"18.06.2020","41,51","40,43","41,64","40,06","175,79K","1,97%"
"17.06.2020","40,71","40,61","41,46","40,03","175,24K","-0,61%"
"16.06.2020","40,96","39,94","41,65","38,95","248,58K","3,12%"
"15.06.2020","39,72","38,80","39,90","37,24","215,42K","2,56%"
"12.06.2020","38,73","37,88","39,45","37,01","237,89K","0,47%"
"11.06.2020","38,55","40,95","41,01","37,82","290,17K","-7,62%"
"10.06.2020","41,73","40,72","41,99","40,14","234,19K","1,34%"
"09.06.2020","41,18","41,10","41,45","39,85","222,36K","0,93%"
"08.06.2020","40,80","42,40","43,41","40,68","227,88K","-3,55%"
"05.06.2020","42,30","39,84","42,48","39,72","250,31K","5,78%"
"04.06.2020","39,99","39,60","40,10","39,04","172,61K","0,50%"
"03.06.2020","39,79","39,75","40,53","38,76","239,43K","0,56%"
"02.06.2020","39,57","38,34","39,75","38,26","205,22K","3,26%"
"01.06.2020","38,32","37,56","38,68","37,18","212,78K","8,46%"
"29.05.2020","35,33","35,15","35,37","34,06","14,71K","0,11%"
"28.05.2020","35,29","33,92","35,95","33,62","70,99K","1,58%"
"27.05.2020","34,74","35,93","36,16","33,98","112,25K","-3,95%"
"26.05.2020","36,17","35,66","36,68","35,26","129,98K","1,80%"
"25.05.2020","35,53","34,98","35,97","34,46","28,96K","1,14%"
"22.05.2020","35,13","36,18","36,23","33,54","174,59K","-2,58%"
"21.05.2020","36,06","35,82","36,98","35,75","178,55K","0,87%"
"20.05.2020","35,75","34,45","36,46","34,38","191,27K","3,17%"
"19.05.2020","34,65","35,66","35,76","34,20","188,93K","-0,46%"
"18.05.2020","34,81","32,78","35,72","32,69","232,25K","7,11%"
"15.05.2020","32,50","31,52","32,91","30,94","211,28K","4,40%"
"14.05.2020","31,13","29,52","31,55","28,88","222,21K","6,65%"
"13.05.2020","29,19","29,35","30,55","28,86","221,11K","-2,64%"
"12.05.2020","29,98","30,07","30,70","29,35","202,47K","1,18%"
"11.05.2020","29,63","30,70","31,47","29,35","242,21K","-4,33%"
"08.05.2020","30,97","29,60","31,14","29,43","147,30K","5,13%"
"07.05.2020","29,46","29,64","31,84","29,08","259,89K","-0,87%"
"06.05.2020","29,72","32,27","32,27","28,66","268,46K","-4,04%"
"05.05.2020","30,97","28,10","32,06","27,77","267,14K","13,86%"
"04.05.2020","27,20","26,10","28,08","25,50","215,73K","2,87%"
"01.05.2020","26,44","26,95","27,88","25,76","216,98K","4,63%"
"30.04.2020","25,27","22,87","25,76","22,87","9,69K","12,11%"
"29.04.2020","22,54","20,66","23,88","20,53","86,55K","10,17%"
"28.04.2020","20,46","19,90","21,29","18,73","123,22K","2,35%"
"27.04.2020","19,99","21,55","21,91","19,11","162,39K","-6,76%"
"24.04.2020","21,44","21,93","22,70","20,50","187,00K","0,52%"
"23.04.2020","21,33","20,89","23,22","20,07","256,30K","4,71%"
"22.04.2020","20,37","20,23","22,45","15,98","344,76K","5,38%"
"21.04.2020","19,33","26,33","26,50","17,51","637,21K","-24,40%"
"20.04.2020","25,57","28,05","28,25","25,37","361,83K","-8,94%"
"17.04.2020","28,08","28,66","28,93","27,58","286,17K","0,93%"
"16.04.2020","27,82","28,05","29,00","27,20","272,98K","0,47%"
"15.04.2020","27,69","30,26","30,33","27,16","284,34K","-6,45%"
"14.04.2020","29,60","32,25","32,32","29,38","297,55K","-6,74%"
"13.04.2020","31,74","33,99","33,99","30,63","223,29K","0,83%"
"09.04.2020","31,48","33,82","36,40","31,18","493,00K","-4,14%"
"08.04.2020","32,84","32,63","33,87","31,54","320,61K","3,04%"
"07.04.2020","31,87","33,66","34,18","31,74","303,42K","-3,57%"
"06.04.2020","33,05","31,76","34,24","30,03","296,07K","-3,11%"
"03.04.2020","34,11","29,89","35,00","28,25","541,28K","13,93%"
"02.04.2020","29,94","25,61","36,29","25,45","612,27K","21,02%"
"01.04.2020","24,74","25,99","26,28","24,52","347,29K","8,80%"
"31.03.2020","22,74","23,00","23,87","22,59","14,77K","-0,09%"
"30.03.2020","22,76","23,85","24,44","21,65","62,08K","-8,70%"
"27.03.2020","24,93","26,68","27,00","24,13","112,74K","-5,35%"
"26.03.2020","26,34","27,35","27,75","26,03","139,18K","-3,83%"
"25.03.2020","27,39","27,80","28,29","25,68","154,94K","0,88%"
"24.03.2020","27,15","27,72","28,65","26,69","198,91K","0,44%"
"23.03.2020","27,03","26,75","27,54","24,68","257,59K","0,19%"
"20.03.2020","26,98","28,10","30,94","26,81","313,84K","-5,23%"
"19.03.2020","28,47","27,19","29,42","24,96","335,72K","14,43%"
"18.03.2020","24,88","28,40","29,21","24,52","348,40K","-13,40%"
"17.03.2020","28,73","30,14","31,25","28,50","270,24K","-4,39%"
"16.03.2020","30,05","35,82","35,84","29,45","330,12K","-11,23%"
"13.03.2020","33,85","32,85","36,15","32,50","360,63K","1,90%"
"12.03.2020","33,22","35,99","36,46","32,50","472,74K","-7,18%"
"11.03.2020","35,79","37,27","39,70","35,35","471,77K","-3,84%"
"10.03.2020","37,22","35,84","38,22","35,00","551,29K","8,32%"
"09.03.2020","34,36","38,28","38,34","31,02","779,72K","-24,10%"
"06.03.2020","45,27","50,25","50,45","45,18","636,39K","-9,44%"
"05.03.2020","49,99","51,66","52,04","49,70","361,04K","-2,23%"
"04.03.2020","51,13","52,11","53,03","51,04","363,50K","-1,41%"
"03.03.2020","51,86","53,47","53,90","51,22","407,55K","-0,08%"
"02.03.2020","51,90","48,95","53,20","48,40","417,56K","2,73%"
"28.02.2020","50,52","51,42","51,52","50,05","20,36K","-3,18%"
"27.02.2020","52,18","53,18","53,25","50,97","112,16K","-2,34%"
"26.02.2020","53,43","55,13","55,45","53,03","171,50K","-2,77%"
"25.02.2020","54,95","56,46","56,98","54,62","210,28K","-2,40%"
"24.02.2020","56,30","57,85","57,86","55,13","236,33K","-3,76%"
"21.02.2020","58,50","59,00","59,25","57,73","236,49K","-1,37%"
"20.02.2020","59,31","59,31","60,00","58,90","268,65K","0,32%"
"19.02.2020","59,12","57,60","59,40","57,51","262,15K","2,37%"
"18.02.2020","57,75","57,35","57,83","56,30","249,20K","0,14%"
"17.02.2020","57,67","57,29","57,70","56,83","115,34K","0,61%"
"14.02.2020","57,32","56,41","57,53","56,15","258,14K","1,74%"
"13.02.2020","56,34","55,75","56,83","54,96","325,51K","0,99%"
"12.02.2020","55,79","54,41","56,36","54,39","305,45K","3,30%"
"11.02.2020","54,01","53,62","54,69","53,60","272,81K","1,39%"
"10.02.2020","53,27","54,20","54,71","53,11","280,18K","-2,20%"
"07.02.2020","54,47","55,14","55,40","54,21","270,80K","-0,84%"
"06.02.2020","54,93","55,56","56,58","54,25","379,87K","-0,63%"
"05.02.2020","55,28","54,05","56,46","54,05","412,27K","2,45%"
"04.02.2020","53,96","54,33","55,65","53,69","409,86K","-0,90%"
"03.02.2020","54,45","56,16","56,77","54,08","477,22K","-6,38%"
"31.01.2020","58,16","59,30","59,45","57,94","19,60K","-0,22%"
"30.01.2020","58,29","59,60","59,65","57,71","104,27K","-2,54%"
"29.01.2020","59,81","59,86","60,62","59,26","142,68K","0,50%"
"28.01.2020","59,51","59,03","60,12","58,50","248,95K","0,32%"
"27.01.2020","59,32","60,23","60,49","58,50","259,77K","-2,26%"
"24.01.2020","60,69","62,01","62,46","60,25","257,95K","-2,18%"
"23.01.2020","62,04","62,68","62,69","61,25","361,91K","-1,85%"
"22.01.2020","63,21","64,57","64,58","62,62","273,30K","-2,14%"
"21.01.2020","64,59","65,26","65,35","64,06","248,56K","-0,94%"
"20.01.2020","65,20","65,98","66,00","64,92","154,79K","0,54%"
"17.01.2020","64,85","64,69","65,60","64,48","238,64K","0,36%"
"16.01.2020","64,62","64,26","64,97","63,90","220,17K","0,97%"
"15.01.2020","64,00","64,44","64,60","63,55","229,53K","-0,76%"
"14.01.2020","64,49","64,29","65,05","63,92","270,50K","0,45%"
"13.01.2020","64,20","65,13","65,27","63,92","262,47K","-1,20%"
"10.01.2020","64,98","65,29","65,66","64,86","272,17K","-0,60%"
"09.01.2020","65,37","66,00","66,10","64,56","364,45K","-0,11%"
"08.01.2020","65,44","71,22","71,75","64,94","560,89K","-4,15%"
"07.01.2020","68,27","68,63","68,75","67,65","284,92K","-0,93%"
"06.01.2020","68,91","69,35","70,74","68,21","341,14K","0,45%"
"03.01.2020","68,60","66,28","69,50","66,22","479,70K","3,55%"
"02.01.2020","66,25","66,41","66,58","65,72","205,69K","0,38%"
"31.12.2019","66,00","66,65","66,93","65,63","171,01K","-3,57%"
"30.12.2019","68,44","68,20","68,99","68,16","29,42K","0,41%"
"27.12.2019","68,16","67,91","68,33","67,57","112,22K","0,35%"
"26.12.2019","67,92","67,27","67,99","67,22","69,82K","1,07%"
"24.12.2019","67,20","66,44","67,26","66,36","106,43K","1,22%"
"23.12.2019","66,39","66,15","66,62","65,81","131,42K","0,38%"
"20.12.2019","66,14","66,56","66,72","65,70","217,98K","-0,60%"
"19.12.2019","66,54","66,19","66,78","66,03","249,54K","0,56%"
"18.12.2019","66,17","65,84","66,43","65,56","262,34K","0,11%"
"17.12.2019","66,10","65,31","66,24","65,12","245,83K","1,16%"
"16.12.2019","65,34","65,05","65,66","64,88","186,09K","0,18%"
"13.12.2019","65,22","64,56","65,79","64,50","232,75K","1,59%"
"12.12.2019","64,20","63,90","64,85","63,87","238,31K","0,75%"
"11.12.2019","63,72","64,00","64,26","63,01","250,14K","-0,96%"
"10.12.2019","64,34","64,03","64,69","63,78","235,19K","0,14%"
"09.12.2019","64,25","64,29","64,50","63,61","239,77K","-0,22%"
"06.12.2019","64,39","63,41","64,88","62,83","314,60K","1,58%"
"05.12.2019","63,39","62,97","63,91","62,75","294,84K","0,62%"
"04.12.2019","63,00","61,08","63,51","61,00","319,04K","3,58%"
"03.12.2019","60,82","61,05","61,58","60,30","248,55K","-0,16%"
"02.12.2019","60,92","60,73","62,09","60,72","297,87K","-2,42%"
"29.11.2019","62,43","63,77","63,86","62,36","19,65K","-2,25%"
"28.11.2019","63,87","63,91","64,00","63,19","96,08K","-0,30%"
"27.11.2019","64,06","64,02","64,60","63,51","125,47K","-0,33%"
"26.11.2019","64,27","63,70","64,32","63,44","181,10K","0,97%"
"25.11.2019","63,65","63,60","63,80","62,97","212,05K","0,41%"
"22.11.2019","63,39","63,62","64,27","62,98","228,74K","-0,91%"
"21.11.2019","63,97","62,22","64,03","61,92","318,49K","2,52%"
"20.11.2019","62,40","60,94","62,80","60,30","343,31K","2,45%"
"19.11.2019","60,91","62,28","62,57","60,70","296,80K","-2,45%"
"18.11.2019","62,44","63,36","63,57","61,94","228,25K","-1,36%"
"15.11.2019","63,30","62,47","63,65","61,70","255,68K","1,64%"
"14.11.2019","62,28","62,61","63,21","62,15","234,78K","-0,14%"
"13.11.2019","62,37","61,85","62,74","61,22","273,03K","0,50%"
"12.11.2019","62,06","62,11","62,85","61,82","238,17K","-0,19%"
"11.11.2019","62,18","62,60","62,76","61,57","213,34K","-0,53%"
"08.11.2019","62,51","62,29","62,70","60,66","287,67K","0,35%"
"07.11.2019","62,29","61,73","62,89","61,65","261,07K","0,89%"
"06.11.2019","61,74","62,78","63,32","61,59","275,94K","-1,94%"
"05.11.2019","62,96","62,04","63,19","61,85","231,67K","1,34%"
"04.11.2019","62,13","61,80","62,78","61,28","235,38K","0,71%"
"01.11.2019","61,69","59,45","61,82","59,40","236,09K","2,42%"
"31.10.2019","60,23","60,57","61,13","60,07","13,90K","-0,63%"
"30.10.2019","60,61","61,60","61,93","60,45","105,87K","-1,59%"
"29.10.2019","61,59","61,61","61,98","60,66","136,93K","0,03%"
"28.10.2019","61,57","62,04","62,34","61,19","167,86K","-0,73%"
"25.10.2019","62,02","61,50","62,11","60,93","204,45K","0,57%"
"24.10.2019","61,67","60,99","61,90","60,64","215,54K","0,82%"
"23.10.2019","61,17","59,48","61,30","58,85","313,23K","2,46%"
"22.10.2019","59,70","59,05","60,26","58,75","260,60K","1,26%"
"21.10.2019","58,96","59,23","59,55","58,26","212,57K","-0,77%"
"18.10.2019","59,42","59,78","60,29","59,01","228,14K","-0,82%"
"17.10.2019","59,91","58,99","60,04","58,69","269,84K","0,82%"
"16.10.2019","59,42","58,90","59,75","58,36","257,88K","1,16%"
"15.10.2019","58,74","59,30","59,68","58,00","305,68K","-1,03%"
"14.10.2019","59,35","60,69","60,73","58,50","283,07K","-1,92%"
"11.10.2019","60,51","59,53","60,69","59,21","367,63K","2,39%"
"10.10.2019","59,10","58,04","59,60","57,80","262,53K","1,34%"
"09.10.2019","58,32","58,02","59,35","57,91","266,48K","0,14%"
"08.10.2019","58,24","58,47","58,92","57,38","274,74K","-0,19%"
"07.10.2019","58,35","58,02","59,68","58,02","228,41K","-0,03%"
"04.10.2019","58,37","57,69","58,96","57,67","299,92K","1,14%"
"03.10.2019","57,71","57,54","57,99","56,15","336,90K","0,03%"
"02.10.2019","57,69","59,25","59,50","57,22","307,91K","-2,04%"
"01.10.2019","58,89","59,38","60,10","58,41","291,67K","-3,11%"
"30.09.2019","60,78","62,24","62,24","60,73","22,01K","-1,83%"
"27.09.2019","61,91","62,48","62,75","60,76","97,33K","-1,32%"
"26.09.2019","62,74","62,58","62,92","61,45","115,57K","0,56%"
"25.09.2019","62,39","62,44","62,81","61,23","201,47K","-1,13%"
"24.09.2019","63,10","64,40","64,60","62,30","216,28K","-2,58%"
"23.09.2019","64,77","65,23","65,50","63,53","204,78K","0,76%"
"20.09.2019","64,28","65,00","65,28","64,05","224,88K","-0,19%"
"19.09.2019","64,40","63,51","65,57","63,46","258,85K","1,26%"
"18.09.2019","63,60","64,23","64,99","63,04","295,05K","-1,47%"
"17.09.2019","64,55","68,15","69,26","63,55","620,49K","-6,48%"
"16.09.2019","69,02","66,45","71,95","64,75","735,54K","14,61%"
"13.09.2019","60,22","60,45","60,81","59,60","195,83K","-0,26%"
"12.09.2019","60,38","61,16","61,39","58,92","358,09K","-0,71%"
"11.09.2019","60,81","62,88","63,27","60,52","315,12K","-2,52%"
"10.09.2019","62,38","62,82","63,78","62,17","267,55K","-0,34%"
"09.09.2019","62,59","61,60","63,00","61,57","249,71K","1,71%"
"06.09.2019","61,54","60,81","61,88","59,40","287,36K","0,97%"
"05.09.2019","60,95","60,49","62,40","60,25","292,06K","0,41%"
"04.09.2019","60,70","58,17","60,96","58,13","283,10K","4,19%"
"03.09.2019","58,26","58,54","58,87","57,23","265,12K","-0,68%"
"02.09.2019","58,66","58,80","59,26","58,10","121,64K","-2,93%"
"30.08.2019","60,43","60,98","61,17","60,25","25,14K","-1,06%"
"29.08.2019","61,08","60,48","61,19","59,98","131,09K","0,98%"
"28.08.2019","60,49","60,04","61,00","59,80","134,26K","1,65%"
"27.08.2019","59,51","58,80","60,17","58,51","218,37K","1,38%"
"26.08.2019","58,70","58,35","60,17","58,24","183,30K","-1,08%"
"23.08.2019","59,34","60,11","60,29","58,30","321,24K","-0,97%"
"22.08.2019","59,92","60,43","60,89","59,47","276,11K","-0,63%"
"21.08.2019","60,30","60,11","61,41","60,07","269,68K","0,45%"
"20.08.2019","60,03","59,68","60,32","58,95","245,25K","0,49%"
"19.08.2019","59,74","58,72","59,92","58,64","211,45K","1,88%"
"16.08.2019","58,64","58,41","59,50","58,28","209,43K","0,70%"
"15.08.2019","58,23","59,07","59,42","57,67","298,67K","-2,10%"
"14.08.2019","59,48","61,07","61,08","58,21","320,43K","-2,97%"
"13.08.2019","61,30","58,47","61,50","58,00","338,08K","4,66%"
"12.08.2019","58,57","58,30","58,88","57,88","221,35K","0,07%"
"09.08.2019","58,53","57,74","59,10","57,11","281,80K","2,00%"
"08.08.2019","57,38","57,48","58,01","56,77","299,69K","2,05%"
"07.08.2019","56,23","58,68","59,23","55,88","485,19K","-4,60%"
"06.08.2019","58,94","59,56","60,56","58,55","328,15K","-1,45%"
"05.08.2019","59,81","61,46","61,56","59,66","378,86K","-3,36%"
"02.08.2019","61,89","61,16","62,95","60,98","364,14K","2,30%"
"01.08.2019","60,50","64,09","64,54","60,02","433,72K","-7,17%"
"31.07.2019","65,17","64,95","65,42","64,95","18,76K","0,70%"
"30.07.2019","64,72","63,91","65,14","63,90","86,10K","1,59%"
"29.07.2019","63,71","63,32","63,90","62,92","101,70K","0,39%"
"26.07.2019","63,46","63,28","63,96","63,01","159,86K","0,11%"
"25.07.2019","63,39","63,21","64,23","63,01","169,84K","0,33%"
"24.07.2019","63,18","64,13","64,66","62,59","301,51K","-1,02%"
"23.07.2019","63,83","63,26","64,46","62,66","272,73K","0,90%"
"22.07.2019","63,26","63,05","64,03","62,77","267,78K","1,26%"
"19.07.2019","62,47","62,50","63,37","61,83","298,98K","0,87%"
"18.07.2019","61,93","63,52","64,46","61,29","374,89K","-2,72%"
"17.07.2019","63,66","64,44","65,28","63,22","274,93K","-1,07%"
"16.07.2019","64,35","66,31","67,09","63,82","356,74K","-3,20%"
"15.07.2019","66,48","66,87","67,47","66,11","283,09K","-0,36%"
"12.07.2019","66,72","66,83","67,29","66,51","244,70K","0,30%"
"11.07.2019","66,52","66,81","67,65","66,43","283,02K","-0,73%"
"10.07.2019","67,01","64,78","67,12","64,63","349,51K","4,44%"
"09.07.2019","64,16","63,81","64,75","63,76","263,89K","0,08%"
"08.07.2019","64,11","64,34","65,14","63,79","253,82K","-0,19%"
"05.07.2019","64,23","63,27","64,52","62,91","203,54K","1,47%"
"04.07.2019","63,30","63,88","64,07","62,95","114,98K","-0,81%"
"03.07.2019","63,82","62,90","64,01","62,09","281,75K","2,28%"
"02.07.2019","62,40","64,80","65,51","62,22","386,94K","-4,09%"
"01.07.2019","65,06","65,05","66,75","64,22","361,41K","-2,24%"
"28.06.2019","66,55","66,51","66,84","66,08","34,62K","0,00%"
"27.06.2019","66,55","66,05","66,82","65,63","103,16K","0,09%"
"26.06.2019","66,49","65,80","66,85","65,60","141,95K","2,21%"
"25.06.2019","65,05","64,89","65,98","64,17","205,80K","0,29%"
"24.06.2019","64,86","65,50","65,79","64,08","217,44K","-0,52%"
"21.06.2019","65,20","64,86","65,76","64,00","257,92K","1,16%"
"20.06.2019","64,45","62,45","64,82","62,40","394,17K","4,25%"
"19.06.2019","61,82","62,40","62,55","61,40","320,06K","-0,51%"
"18.06.2019","62,14","60,93","62,84","60,25","327,70K","1,97%"
"17.06.2019","60,94","62,07","62,37","60,74","236,16K","-1,73%"
"14.06.2019","62,01","61,25","62,57","60,74","262,31K","1,14%"
"13.06.2019","61,31","59,94","62,64","59,78","435,42K","2,23%"
"12.06.2019","59,97","61,79","61,85","59,57","343,21K","-3,72%"
"11.06.2019","62,29","62,30","62,87","62,01","302,74K","0,00%"
"10.06.2019","62,29","63,58","64,10","62,05","278,49K","-1,58%"
"07.06.2019","63,29","62,40","63,59","61,77","307,96K","2,63%"
"06.06.2019","61,67","60,40","62,43","60,22","343,64K","1,72%"
"05.06.2019","60,63","61,58","62,27","59,45","428,01K","-2,16%"
"04.06.2019","61,97","61,00","62,12","60,21","370,27K","1,13%"
"03.06.2019","61,28","61,64","62,84","60,55","386,56K","-4,98%"
"31.05.2019","64,49","66,24","66,28","64,37","21,75K","-3,56%"
"30.05.2019","66,87","69,68","69,96","66,31","105,27K","-3,71%"
"29.05.2019","69,45","70,10","70,10","68,08","148,48K","-0,94%"
"28.05.2019","70,11","69,99","70,59","69,58","238,88K","0,00%"
"27.05.2019","70,11","69,15","70,23","68,53","72,18K","2,07%"
"24.05.2019","68,69","67,99","69,30","67,33","292,09K","1,37%"
"23.05.2019","67,76","70,86","70,97","67,02","434,54K","-4,55%"
"22.05.2019","70,99","71,91","72,04","70,42","371,52K","-1,65%"
"21.05.2019","72,18","72,15","72,52","71,63","303,74K","0,29%"
"20.05.2019","71,97","72,50","73,40","71,60","301,98K","-0,33%"
"17.05.2019","72,21","72,82","73,23","71,79","255,53K","-0,56%"
"16.05.2019","72,62","72,05","73,36","71,82","326,44K","1,18%"
"15.05.2019","71,77","70,90","72,25","70,42","272,44K","0,74%"
"14.05.2019","71,24","70,02","71,65","69,93","299,77K","1,44%"
"13.05.2019","70,23","70,83","72,58","69,72","373,47K","-0,55%"
"10.05.2019","70,62","70,45","71,23","70,18","300,46K","0,33%"
"09.05.2019","70,39","70,23","70,65","69,40","328,74K","0,03%"
"08.05.2019","70,37","69,88","70,70","69,33","295,44K","0,70%"
"07.05.2019","69,88","71,15","71,33","69,38","332,07K","-1,91%"
"06.05.2019","71,24","70,59","71,79","68,79","227,02K","0,55%"
"03.05.2019","70,85","70,48","71,54","69,95","249,81K","0,14%"
"02.05.2019","70,75","72,00","72,22","69,68","346,63K","-1,98%"
"01.05.2019","72,18","71,73","72,36","71,30","230,80K","-0,85%"
"30.04.2019","72,80","71,94","73,27","71,73","25,34K","1,05%"
"29.04.2019","72,04","71,56","72,50","71,06","147,41K","-0,15%"
"26.04.2019","72,15","74,20","74,42","71,30","222,89K","-2,96%"
"25.04.2019","74,35","74,46","75,60","74,00","309,21K","-0,30%"
"24.04.2019","74,57","74,27","74,73","74,02","276,67K","0,08%"
"23.04.2019","74,51","74,38","74,73","73,99","308,99K","0,63%"
"22.04.2019","74,04","71,93","74,52","71,86","305,17K","2,88%"
"18.04.2019","71,97","71,63","72,04","71,20","259,04K","0,49%"
"17.04.2019","71,62","71,83","72,27","71,45","276,61K","-0,14%"
"16.04.2019","71,72","71,21","71,95","70,74","273,90K","0,76%"
"15.04.2019","71,18","71,55","71,60","70,78","219,15K","-0,52%"
"12.04.2019","71,55","70,95","71,87","70,90","237,22K","1,02%"
"11.04.2019","70,83","71,56","71,68","70,57","278,09K","-1,25%"
"10.04.2019","71,73","70,82","71,78","70,57","288,89K","1,59%"
"09.04.2019","70,61","71,19","71,34","70,30","267,49K","-0,69%"
"08.04.2019","71,10","70,56","71,19","70,43","288,13K","1,08%"
"05.04.2019","70,34","69,13","70,48","68,92","263,87K","1,35%"
"04.04.2019","69,40","69,44","70,03","68,87","281,88K","0,13%"
"03.04.2019","69,31","69,47","69,96","68,80","341,50K","-0,09%"
"02.04.2019","69,37","69,22","69,58","68,69","299,30K","0,52%"
"01.04.2019","69,01","67,58","69,22","67,58","320,77K","0,91%"
"29.03.2019","68,39","68,01","68,89","67,81","20,62K","0,84%"
"28.03.2019","67,82","67,75","68,00","66,54","131,64K","-0,01%"
"27.03.2019","67,83","67,90","68,35","67,19","148,15K","-0,21%"
"26.03.2019","67,97","67,36","68,23","67,24","197,54K","1,13%"
"25.03.2019","67,21","67,00","67,65","66,36","216,76K","0,27%"
"22.03.2019","67,03","67,76","67,98","66,20","284,52K","-1,22%"
"21.03.2019","67,86","68,38","68,69","67,59","303,23K","-0,93%"
"20.03.2019","68,50","67,66","68,57","67,19","235,49K","1,32%"
"19.03.2019","67,61","67,49","68,20","67,13","234,14K","0,10%"
"18.03.2019","67,54","67,14","67,69","66,69","208,53K","0,57%"
"15.03.2019","67,16","67,18","67,71","66,13","254,32K","-0,10%"
"14.03.2019","67,23","67,65","68,14","67,03","235,99K","-0,47%"
"13.03.2019","67,55","66,91","67,76","66,70","243,20K","1,32%"
"12.03.2019","66,67","66,70","67,39","66,34","252,13K","0,14%"
"11.03.2019","66,58","65,76","66,75","65,63","247,81K","1,28%"
"08.03.2019","65,74","66,08","66,09","64,02","316,39K","-0,84%"
"07.03.2019","66,30","65,88","67,00","65,75","276,24K","0,47%"
"06.03.2019","65,99","65,49","66,18","65,22","283,20K","0,20%"
"05.03.2019","65,86","65,46","66,23","65,04","216,39K","0,29%"
"04.03.2019","65,67","64,97","66,34","64,93","233,54K","0,92%"
"01.03.2019","65,07","66,48","67,14","64,59","297,19K","-1,45%"
"28.02.2019","66,03","66,38","66,38","65,67","19,67K","-0,54%"
"27.02.2019","66,39","65,64","66,70","65,27","102,14K","1,81%"
"26.02.2019","65,21","64,79","65,74","64,32","127,60K","0,69%"
"25.02.2019","64,76","66,97","67,47","64,54","220,94K","-3,52%"
"22.02.2019","67,12","66,96","67,73","66,87","177,62K","0,07%"
"21.02.2019","67,07","67,05","67,31","66,69","245,86K","-0,01%"
"20.02.2019","67,08","66,30","67,38","65,63","276,48K","0,95%"
"19.02.2019","66,45","66,44","66,65","65,58","246,65K","-0,08%"
"18.02.2019","66,50","66,39","66,83","65,90","175,24K","0,38%"
"15.02.2019","66,25","64,86","66,39","64,42","294,49K","2,60%"
"14.02.2019","64,57","63,69","64,81","63,25","287,45K","1,51%"
"13.02.2019","63,61","62,70","63,98","62,69","269,68K","1,91%"
"12.02.2019","62,42","61,59","63,34","61,59","278,80K","1,48%"
"11.02.2019","61,51","62,11","62,34","60,90","280,96K","-0,95%"
"08.02.2019","62,10","61,66","62,36","61,04","254,95K","0,76%"
"07.02.2019","61,63","62,50","62,91","60,60","286,17K","-1,69%"
"06.02.2019","62,69","62,06","62,80","61,05","225,57K","1,15%"
"05.02.2019","61,98","62,64","63,02","61,72","215,36K","-0,85%"
"04.02.2019","62,51","62,83","63,63","61,28","297,43K","-0,38%"
"01.02.2019","62,75","61,06","62,97","60,46","267,22K","1,39%"
"31.01.2019","61,89","61,97","62,32","61,57","20,63K","0,39%"
"30.01.2019","61,65","61,26","62,67","61,04","90,93K","0,54%"
"29.01.2019","61,32","59,87","61,79","59,75","142,13K","2,32%"
"28.01.2019","59,93","61,49","61,69","59,49","214,19K","-2,77%"
"25.01.2019","61,64","61,13","61,92","60,70","218,03K","0,90%"
"24.01.2019","61,09","61,02","61,51","60,41","274,48K","-0,08%"
"23.01.2019","61,14","61,37","62,33","60,21","308,46K","-0,59%"
"22.01.2019","61,50","62,59","62,71","60,57","283,22K","-1,98%"
"21.01.2019","62,74","62,74","63,15","62,25","138,08K","0,06%"
"18.01.2019","62,70","61,33","63,00","61,32","288,91K","2,48%"
"17.01.2019","61,18","61,05","61,54","60,04","278,42K","-0,23%"
"16.01.2019","61,32","60,42","61,45","60,03","315,59K","1,12%"
"15.01.2019","60,64","59,36","60,86","59,11","234,36K","2,80%"
"14.01.2019","58,99","60,62","61,04","58,90","263,28K","-2,46%"
"11.01.2019","60,48","61,19","62,49","60,08","292,79K","-1,95%"
"10.01.2019","61,68","61,15","61,91","60,44","300,92K","0,39%"
"09.01.2019","61,44","59,15","61,69","59,05","329,05K","4,63%"
"08.01.2019","58,72","57,64","58,87","57,13","288,25K","2,42%"
"07.01.2019","57,33","57,41","58,93","57,26","296,58K","0,47%"
"04.01.2019","57,06","55,67","58,31","55,34","321,11K","1,98%"
"03.01.2019","55,95","54,29","56,30","53,93","278,36K","1,89%"
"02.01.2019","54,91","54,12","56,56","52,51","300,95K","2,06%"
"31.12.2018","53,80","53,00","54,82","52,66","109,11K","3,07%"
"28.12.2018","52,20","53,44","53,80","51,60","17,11K","0,08%"
"27.12.2018","52,16","54,65","54,67","51,94","102,59K","-4,24%"
